email,jobTitle,numberOfPositions,gender,lastEducation,jurusan,minWorkExperience,ageRange_min,ageRange_max,lokasiKerja,requiredCompetencies,acceptedDisabilityTypes
setya.asdiyanto@nusantara-sakti.com,DESIGN INTERIOR & GRAFIS OFFICER,5,Perempuan dan Laki-laki,S1,,1-2 Tahun ,20,30,,"- Merancang Konsep Desain Interior yang Sesuai dengan Kebutuhan Klien
Mengembangkan konsep desain interior yang inovatif dan fungsional berdasarkan kebutuhan dan preferensi klien. Proses ini mencakup analisis ruang, pemilihan tema desain, dan pertimbangan elemen-elemen estetika serta fungsionalitas yang akan meningkatkan kenyamanan dan daya tarik visual ruangan.
- Membuat Sketsa, Model 3D, dan Rendering untuk Presentasi Desain
Membuat sketsa desain awal dan model 3D untuk memvisualisasikan ide-ide desain interior. Menggunakan software desain seperti AutoCAD, SketchUp, atau 3ds Max untuk menghasilkan representasi visual yang realistis, serta menyediakan rendering untuk presentasi yang jelas dan efektif kepada klien dan tim terkait.
- Menentukan Pemilihan Material, Furnitur, dan Dekorasi yang Sesuai dengan Konsep Desain
Bertanggung jawab atas pemilihan material interior, furnitur, dan dekorasi yang selaras dengan tema desain. Proses ini melibatkan pemilihan bahan berkualitas yang sesuai dengan anggaran dan visi desain, serta menjaga keseimbangan antara estetika, fungsionalitas, dan kenyamanan bagi pengguna akhir.
- Membuat Desain Grafis untuk Branding, Marketing, dan Presentasi Desain Interior
Menghasilkan desain grafis untuk mendukung kegiatan pemasaran dan branding, termasuk brosur, presentasi, dan materi visual lainnya. Desain grafis ini bertujuan untuk memvisualisasikan ide desain interior kepada audiens yang lebih luas dan memperkuat identitas merek perusahaan.
- Menyesuaikan Desain Agar Sesuai dengan Strategi Pemasaran dan Target Audiens
Menyesuaikan konsep desain interior agar sesuai dengan kebutuhan pemasaran dan audiens target. Berkolaborasi dengan tim pemasaran untuk memastikan desain mendukung tujuan perusahaan dalam menarik perhatian pasar sasaran, serta mengikuti tren desain terkini yang relevan dengan strategi pemasaran.",
setya.asdiyanto@nusantara-sakti.com,PROGRAMMER JUNIOR,10,Perempuan dan Laki-laki,D3,,1-2 Tahun ,20,35,,"- Pengembangan Aplikasi, Reporting, dan Dashboard: Merancang, mengembangkan, dan memelihara aplikasi serta laporan berbasis dashboard yang mendukung pengambilan keputusan yang lebih efisien dan akurat untuk perusahaan.
- Monitoring dan Pemeliharaan Sistem IT dan Software: Melakukan pemantauan rutin terhadap sistem IT dan software perusahaan untuk memastikan kelancaran operasional dan mengidentifikasi serta mengatasi gangguan sistem secara proaktif.
- Monitoring dan Pemeliharaan Database: Mengelola dan menjaga performa database perusahaan, termasuk pengaturan backup data, pengoptimalan query, dan pemantauan integritas serta keamanan data.
- Troubleshooting dan Problem Solving: Mendiagnosis dan menyelesaikan masalah teknis di tingkat aplikasi, sistem, maupun database secara cepat dan efektif, untuk memastikan minimnya gangguan operasional.
- Pengembangan dan Dokumentasi Alur Proses (Flowchart): Merancang dan membuat flowchart yang menggambarkan alur proses aplikasi, sistem, atau database, sebagai dokumentasi yang memudahkan pemahaman alur kerja dan referensi pengembangan lebih lanjut.",
setya.asdiyanto@nusantara-sakti.com,KEPALA MARKETING FURNITURE,1,Perempuan dan Laki-laki,S1,,3-5 Tahun,21,45,,"- Merancang dan mengembangkan strategi pemasaran jangka pendek dan jangka panjang yang inovatif untuk memperluas pangsa pasar dan memperkuat brand positioning produk furniture Nusantara Sakti Grup di pasar domestik maupun internasional
- Menentukan positioning dan diferensiasi produk dengan mengidentifikasi keunikan produk serta merancang konsep branding yang kuat agar memiliki daya saing tinggi dan mampu menarik perhatian konsumen sesuai kebutuhan pasar
- Memimpin dan mengelola tim pemasaran dengan mengkoordinasikan, membimbing, dan mengawasi seluruh aktivitas tim guna memastikan implementasi strategi berjalan efektif dan target pemasaran tercapai sesuai KPI
- Bekerja sama dengan tim R&D dan produksi dalam mengembangkan produk baru, memperbarui fitur, dan menyesuaikan desain berdasarkan hasil riset pasar serta perubahan tren konsumen
- Melakukan riset pasar dan analisis kompetitor untuk mengumpulkan, menganalisis, dan menginterpretasikan data pasar, perilaku konsumen, serta aktivitas kompetitor guna mengidentifikasi peluang bisnis baru dan memberikan rekomendasi strategi",
setya.asdiyanto@nusantara-sakti.com,KEPALA TOKO FURNITURE,5,Perempuan dan Laki-laki,SMA/SMK,,3-5 Tahun,21,45,,"- Bertanggung jawab mencapai target penjualan harian, mingguan, dan bulanan melalui perencanaan strategi pemasaran yang efektif serta monitoring pencapaian individu dan tim.
- Melatih, mengarahkan, dan mengembangkan kompetensi tim penjualan melalui coaching rutin, role play, serta evaluasi berkala untuk meningkatkan kinerja dan produktivitas.
- Berperan aktif sebagai problem solver dalam menghadapi kendala di lapangan, baik terkait produk, proses penjualan, maupun kebutuhan pelanggan, untuk memastikan kelancaran aktivitas penjualan.
- Menyusun dan menerapkan strategi penjualan berdasarkan analisis pasar, tren konsumen, serta potensi wilayah, guna meningkatkan volume penjualan dan ekspansi pasar.
- Memastikan pembayaran pelanggan berjalan sesuai ketentuan, melakukan follow-up terhadap pembayaran yang tertunda, serta membangun dan menjaga hubungan jangka panjang yang positif dengan pelanggan utama.",
setya.asdiyanto@nusantara-sakti.com,MANAGER MARKETING EKSPEDISI,1,Perempuan dan Laki-laki,S1,,3-5 Tahun,21,45,,"- Menyusun, menerapkan, dan mengevaluasi rencana bisnis cabang untuk memastikan pencapaian target penjualan, pertumbuhan omzet, serta keberlanjutan bisnis secara jangka panjang.
- Mengelola dan mengawasi seluruh operasional cabang, memastikan kelancaran proses bisnis harian, optimalisasi sumber daya, serta peningkatan efektivitas dan efisiensi kerja.
- Memimpin, mengarahkan, dan memotivasi tim cabang melalui pembinaan rutin, pengembangan kompetensi, serta penciptaan budaya kerja yang produktif dan berorientasi pada hasil.
- Membangun, mengembangkan, dan menjaga hubungan strategis dengan pelanggan, mitra bisnis, serta komunitas lokal untuk memperluas jaringan dan meningkatkan loyalitas pelanggan.
- Melaksanakan proses rekrutmen, pelatihan, supervisi, serta penempatan karyawan cabang dengan pendekatan berbasis integritas, loyalitas, dan komitmen terhadap standar operasional dan nilai perusahaan.",
setya.asdiyanto@nusantara-sakti.com,MANAGER PETERNAKAN LOBSTER,1,Perempuan dan Laki-laki,S1,,3-5 Tahun,21,45,,"- Mengelola seluruh operasional peternakan lobster, termasuk perencanaan budidaya, pengawasan proses produksi, evaluasi hasil panen, serta implementasi standar keberlanjutan dan kelestarian sumber daya.
- Meningkatkan kualitas dan produktivitas budidaya lobster melalui penerapan teknologi, inovasi metode pemeliharaan, serta pengendalian mutu di seluruh tahap produksi.
- Merekrut, melatih, mengelola, dan mengevaluasi kinerja tim peternakan secara berkala untuk memastikan pencapaian target produksi dan pengembangan kompetensi staf.
- Menyusun, mengelola, dan memonitor anggaran operasional, melakukan analisis efisiensi biaya, serta menyajikan laporan keuangan dan operasional secara periodik kepada manajemen.
- Merancang dan mengimplementasikan strategi bisnis serta pemasaran produk lobster untuk memperluas pangsa pasar, meningkatkan penjualan, dan membangun brand peternakan secara berkelanjutan.
",
setya.asdiyanto@nusantara-sakti.com,DIGITAL MARKETING HEAD,1,Perempuan dan Laki-laki,S1,,3-5 Tahun,28,38,,"- Merancang, mengembangkan, dan mengimplementasikan strategi pemasaran digital yang efektif, termasuk perencanaan kampanye, pelaksanaan program pemasaran, dan evaluasi kinerja untuk mencapai target pertumbuhan yang ditetapkan.
- Menyusun dan mengelola anggaran pemasaran digital secara optimal, menetapkan target spesifik setiap kampanye, serta memastikan pencapaian Return on Investment (ROI) yang maksimal.
- Melakukan riset pasar secara berkala untuk memahami kebutuhan, perilaku, dan preferensi audiens target, serta mengidentifikasi tren industri, peluang baru, dan solusi terhadap permasalahan konsumen.
- Mengembangkan dan memperluas audiens digital melalui optimalisasi SEO, pengelolaan kampanye iklan digital (Google Ads, Meta Ads, dll), kolaborasi dengan Influencer/KOL, serta membangun konten kreatif seperti press release, artikel, dan materi visual untuk berbagai platform.
- Memantau, menganalisis, dan melaporkan hasil dari seluruh aktivitas pemasaran digital secara berkala menggunakan tools analitik, serta memberikan rekomendasi berbasis data untuk pengembangan strategi pemasaran berikutnya.",
setya.asdiyanto@nusantara-sakti.com,MANAGER PRODUKSI SOFA DAN PANEL,1,Perempuan dan Laki-laki,SMA/SMK,,1-2 Tahun ,25,38,,"- Mengelola seluruh operasional produksi furniture (sofa atau panel) termasuk perencanaan, pengawasan, dan optimalisasi penggunaan sumber daya untuk memastikan tercapainya target produksi sesuai standar kualitas.
- Menganalisis permasalahan produksi, memberikan solusi efektif, serta mengembangkan ide-ide inovatif untuk meningkatkan efisiensi, kualitas, dan ketepatan waktu penyelesaian proyek.
- Melakukan koordinasi aktif dengan tim internal proyek dalam menyusun jadwal produksi, mengatur prioritas kerja, serta memastikan integrasi yang baik antar departemen untuk kelancaran produksi.
- Mengawasi ketersediaan, fungsi, dan pemeliharaan fasilitas produksi serta memastikan semua peralatan mendukung operasional harian secara optimal dan aman.
- Bertanggung jawab atas pencapaian deadline proyek, hasil produksi yang sesuai spesifikasi, serta melakukan evaluasi rutin terhadap progres proyek untuk menjaga kualitas dan efektivitas kerja.",
setya.asdiyanto@nusantara-sakti.com,AUDITOR JUNIOR,10,Perempuan dan Laki-laki,S1,,Lulusan Baru,21,35,,"- Melakukan pemeriksaan menyeluruh terhadap laporan keuangan, dokumen pendukung transaksi, dan memastikan kesesuaian dengan standar akuntansi serta kebijakan internal perusahaan.
- Melakukan evaluasi kepatuhan terhadap kebijakan, prosedur, dan rencana operasional perusahaan serta memberikan rekomendasi atas hasil temuan audit.
- Melakukan monitoring dan analisis untuk mendeteksi potensi kecurangan (fraud) melalui pemeriksaan transaksi, pola operasional, dan aktivitas keuangan.
- Melaksanakan investigasi komprehensif terhadap dugaan kecurangan dengan melakukan kunjungan lapangan ke debitur, vendor, atau pihak ketiga, serta menyusun laporan investigasi yang akurat.
- Mengolah dan menganalisis data menggunakan Microsoft Excel untuk mendukung proses audit, mengidentifikasi potensi risiko, dan memberikan insight untuk penguatan sistem pengendalian internal.",
setya.asdiyanto@nusantara-sakti.com,KEPALA OUTLET GADAI,30,Perempuan dan Laki-laki,SMA/SMK,,Lulusan Baru,18,35,,"- Memimpin dan mengelola tim penjualan cabang untuk mencapai target penjualan yang ditetapkan perusahaan, serta memastikan setiap anggota tim memiliki pemahaman yang jelas tentang target dan strategi pencapaiannya.
- Menyusun dan melaksanakan program pelatihan untuk tim penjualan guna meningkatkan keterampilan dalam pemasaran, negosiasi, dan pemahaman produk elektronik, serta memberikan evaluasi dan umpan balik konstruktif.
- Melakukan pemeriksaan kondisi barang elektronik seperti HP, laptop, speaker, dan drone, baik secara rutin maupun saat ada transaksi pengiriman, serta memberikan laporan terkait kualitas barang dan rekomendasi perbaikan jika diperlukan.
- Melakukan stock opname secara berkala untuk memastikan kesesuaian jumlah barang di gudang dengan yang tercatat, serta mengidentifikasi dan mengatasi masalah ketidaksesuaian stok.
- Menyusun dan melaksanakan strategi promosi produk secara online dan offline, berkoordinasi dengan tim pemasaran untuk menjalankan kampanye yang sesuai dengan karakteristik pasar, serta memonitor hasil promosi untuk evaluasi dan peningkatan penjualan.",
setya.asdiyanto@nusantara-sakti.com,KEPALA PENJAHIT TAS,5,Perempuan dan Laki-laki,SMA/SMK,,1-2 Tahun ,25,45,,"- Memilih dan menyiapkan bahan kulit yang sesuai dengan desain tas, dengan memperhatikan ketebalan, tekstur, serta kualitas kulit untuk memastikan produk akhir sesuai dengan standar yang ditetapkan.
- Memotong bahan kulit menggunakan pola yang sudah disiapkan dengan presisi dan hati-hati, memastikan setiap bagian terpotong dengan akurat sesuai ukuran dan bentuk yang diperlukan.
- Menjahit bagian-bagian tas menggunakan mesin jahit industri, memastikan setiap jahitan rapi dan kuat, serta mengikuti prosedur yang benar agar tas memiliki kualitas yang tinggi dan tahan lama.
- Memasang aksesoris pada tas, seperti resleting, kancing, gesper, atau logam dekoratif lainnya, dengan memastikan pemasangannya rapat dan kuat agar tidak mudah terlepas atau rusak selama penggunaan.
- Memeriksa hasil jahitan dan kualitas keseluruhan tas, memastikan semua bagian terpasang dengan baik dan melakukan perbaikan atau sentuhan akhir, seperti merapikan jahitan dan membersihkan bagian dalam tas, untuk memastikan produk siap dipasarkan.",
setya.asdiyanto@nusantara-sakti.com,SALES LOGISTIK,10,Perempuan dan Laki-laki,SMA/SMK,,1-2 Tahun ,21,35,,"- Menyusun, menerapkan, dan mengevaluasi rencana bisnis cabang untuk mencapai target penjualan dan pertumbuhan omzet, serta memastikan strategi bisnis berjalan efektif dan efisien.
- Bertanggung jawab terhadap operasional cabang, termasuk mengelola proses penjualan, memonitor performa tim, dan menjaga tren pertumbuhan omzet, dengan fokus pada peningkatan hasil penjualan.
- Membangun dan menjaga hubungan kerja sama dengan perusahaan atau bidang usaha lain, guna memperluas jaringan bisnis dan menciptakan peluang kerja sama yang saling menguntungkan.
- Fokus pada pengembangan pasar B2B, dengan merancang dan menawarkan solusi pengiriman yang sesuai dengan kebutuhan calon customer, serta mengidentifikasi peluang baru di sektor tersebut.
- Memastikan kelancaran seluruh proses bisnis dari pencarian konsumen, penjualan, hingga pengiriman, dengan melakukan koordinasi yang baik antar tim dan memastikan standar operasional dijalankan dengan baik.",
setya.asdiyanto@nusantara-sakti.com,STRATEGIC PLANNING,10,Perempuan dan Laki-laki,S1,,1-2 Tahun ,21,35,,"- Menyusun, memastikan, dan mengawal perencanaan setiap departemen agar selaras dengan strategi korporat dan arahan dari direksi, serta memastikan semua rencana tersebut dapat diimplementasikan dengan baik.
- Memantau dan mengevaluasi kinerja serta pencapaian KPI setiap departemen, memberikan laporan secara rutin, serta melakukan analisis terhadap hasil yang diperoleh untuk memastikan target tercapai.
- Memastikan eksekusi yang tepat dari setiap Activity Plan dengan berkoordinasi dengan tim terkait, serta mengidentifikasi dan mengatasi hambatan yang dapat mempengaruhi pelaksanaan rencana tersebut.
- Menjadi fasilitator dalam setiap meeting perencanaan, yang meliputi penyusunan agenda, pencatatan hasil pertemuan, serta pelaporan untuk memastikan tindak lanjut yang jelas dan terstruktur dari hasil diskusi.
- Menyusun dan menganalisis strategi tahunan, melakukan proses analisis bisnis yang mendalam, mengidentifikasi akar masalah yang ada, serta merancang potensi pengembangan untuk meningkatkan efektivitas operasional dan pencapaian tujuan perusahaan.",
setya.asdiyanto@nusantara-sakti.com,SUPERVISOR MARKETING AGEN PEMBIAYAAN,30,Perempuan dan Laki-laki,D3,,1-2 Tahun ,21,35,,"- Merancang dan melaksanakan strategi pemasaran yang efektif untuk mencapai target penjualan, dengan memanfaatkan berbagai saluran distribusi dan metode pemasaran yang sesuai dengan kebutuhan pasar.
- Memimpin dan mengelola tim sales untuk mencapai target penjualan yang telah ditetapkan, serta memastikan setiap anggota tim memahami peran dan kontribusinya dalam pencapaian tujuan perusahaan.
- Membangun dan mempertahankan hubungan yang baik dengan mitra eksternal, seperti agen, broker, dan rekanan bisnis, untuk memastikan kelancaran proses penjualan dan meningkatkan peluang bisnis baru.
- Menyusun dan mengawasi pelaksanaan program pemasaran, mengevaluasi efektivitasnya secara berkala, dan melakukan penyesuaian strategi untuk memastikan hasil yang optimal dalam mencapai target.
- Memastikan bahwa kerjasama dengan pihak ketiga, baik agen maupun mitra bisnis lainnya, berjalan dengan lancar dan sesuai dengan kesepakatan, serta menjaga komunikasi yang baik untuk mendukung pencapaian target perusahaan.",
setya.asdiyanto@nusantara-sakti.com,SUPERVISOR MARKETING PEMBIAYAAN MULTIGUNA,30,Perempuan dan Laki-laki,S1,,Lulusan Baru,21,35,,"- Merancang dan melaksanakan strategi penjualan yang efektif untuk produk pembiayaan multiguna motor, dengan tujuan mencapai target penjualan yang telah ditetapkan perusahaan.
- Memastikan pelaksanaan strategi penjualan berjalan sesuai dengan rencana dan melakukan pemantauan secara terus-menerus untuk mengidentifikasi potensi hambatan dan melakukan perbaikan yang diperlukan.
- Melakukan koordinasi dengan tim internal, memberikan dukungan yang diperlukan, serta mengawasi operasional harian agar semua aktivitas penjualan dan pemasaran berjalan dengan lancar dan sesuai dengan standar yang ditetapkan.
- Membangun dan memimpin tim penjualan yang solid, melakukan rekrutmen anggota tim yang berkualitas, serta memastikan seluruh anggota tim tetap fokus pada pencapaian target penjualan yang ditetapkan perusahaan.
- Mengevaluasi program pemasaran dan aktivitas tim secara berkala, menilai efektivitas strategi yang diterapkan, serta menentukan langkah-langkah perbaikan untuk meningkatkan performa tim dan hasil penjualan.",
setya.asdiyanto@nusantara-sakti.com,SUPERVISOR DEALER,30,Perempuan dan Laki-laki,S1,,Lulusan Baru,21,35,,"- Merancang, mengembangkan, dan melaksanakan rencana pemasaran motor Honda secara strategis, dengan fokus pada pencapaian target penjualan dan peningkatan brand awareness.
- Membangun dan memimpin tim yang solid serta produktif, memastikan setiap anggota tim memiliki peran yang jelas dan mendukung pencapaian tujuan bersama.
- Mengelola dan memotivasi tim untuk mencapai target penjualan, memberikan dukungan dan arahan yang diperlukan agar tim dapat bekerja dengan efektif dan efisien.
- Melakukan evaluasi secara berkala terhadap aktivitas harian tim, mengidentifikasi area yang perlu perbaikan, dan melakukan tindak lanjut yang tepat untuk meningkatkan kinerja dan hasil kerja.
- Menjalin dan mengelola hubungan kerja yang produktif dengan pihak internal dealer dan eksternal, seperti vendor dan mitra bisnis, untuk memastikan kelancaran operasional dan mendukung pencapaian target pemasaran.",
setya.asdiyanto@nusantara-sakti.com,KOORDINATOR REMEDIAL,15,Laki-laki,SMA/SMK,,1-2 Tahun ,22,35,,"- Mengkoordinasi dan mengawasi tim kolektor remedial dalam melaksanakan proses penagihan angsuran yang tertunggak, memastikan semua tindakan sesuai dengan prosedur dan SOP yang berlaku untuk mencapai target pendapatan bunga.
- Menyusun dan melaksanakan strategi penagihan yang efektif, berkoordinasi dengan tim terkait untuk memastikan solusi penyelesaian piutang yang tepat dan efisien, serta meminimalkan risiko kerugian perusahaan.
- Memberikan arahan dan dukungan kepada tim kolektor dalam menghadapi konsumen yang menunggak, untuk memastikan upaya penyelesaian dilakukan dengan cara yang profesional dan solusi terbaik bagi pelanggan serta perusahaan.
- Melakukan evaluasi terhadap hasil penagihan dan memantau progres setiap kolektor untuk memastikan bahwa target pendapatan dan penyelesaian piutang tercapai sesuai dengan yang ditentukan.
- Membuat laporan harian yang mencakup perkembangan penagihan, tantangan yang dihadapi, dan pencapaian hasil penagihan untuk disampaikan kepada atasan, guna memastikan tindak lanjut yang sesuai dan pengambilan keputusan yang tepat.",
setya.asdiyanto@nusantara-sakti.com,KOLEKTOR REMEDIAL,30,Laki-laki,SMA/SMK,,Lulusan Baru,22,35,,"- Melakukan penagihan terhadap konsumen yang memiliki tunggakan pembayaran angsuran, dengan mengikuti prosedur dan strategi penagihan yang sudah ditetapkan perusahaan untuk memastikan target pencapaian pendapatan bunga tercapai.
- Berkoordinasi secara rutin dengan tim terkait untuk merencanakan dan melaksanakan langkah-langkah penyelesaian piutang yang efektif, serta memberikan solusi terbaik bagi konsumen untuk menyelesaikan kewajiban finansialnya.
- Melakukan evaluasi terhadap status penagihan dan memonitor progres pencapaian target penyelesaian piutang setiap hari, serta memastikan bahwa setiap upaya penagihan dilakukan secara profesional dan sesuai dengan SOP yang berlaku.
- Menyusun dan melaporkan hasil kerja harian kepada atasan, yang mencakup perkembangan penagihan, tantangan yang dihadapi, dan hasil yang dicapai untuk memudahkan pengambilan keputusan lebih lanjut dalam proses penyelesaian.
- Membangun hubungan baik dengan konsumen yang memiliki tunggakan angsuran, berupaya untuk menjaga komunikasi yang efektif dan konstruktif, sehingga dapat meningkatkan tingkat penyelesaian angsuran tanpa merusak hubungan jangka panjang dengan pelanggan.",
setya.asdiyanto@nusantara-sakti.com,CREDIT OFFICER,15,Laki-laki,SMA/SMK,,Lulusan Baru,22,35,,"- Melakukan survei lapangan untuk mengevaluasi kelayakan kredit calon debitur, dengan memastikan data yang diperoleh akurat dan sesuai dengan prosedur operasional standar yang telah ditetapkan.
- Menyusun laporan hasil survei lapangan dan menganalisis informasi yang terkumpul untuk memberikan rekomendasi terkait kelayakan kredit, termasuk kondisi finansial dan jaminan yang disertakan oleh calon debitur.
- Bekerja sama dengan tim terkait untuk mengelola dan mengoptimalkan proses pengajuan kredit, serta memastikan bahwa setiap aplikasi kredit sesuai dengan kebijakan perusahaan dan persyaratan yang berlaku.
- Menjalin hubungan yang baik dengan calon debitur dan pihak-pihak terkait, memastikan komunikasi yang efektif dalam rangka mempercepat proses pengajuan dan keputusan kredit, sambil menjaga integritas dan profesionalisme.
- Melakukan evaluasi secara berkala terhadap portofolio kredit yang telah disetujui, serta memberikan rekomendasi tindak lanjut yang diperlukan untuk meningkatkan kinerja dan menurunkan risiko kredit bagi perusahaan.",
permatakasihbundabersinergi@gmail.com,Perawat Bayi (Baby Sitter),600,Perempuan,SMP,,3-5 Tahun,28,45,,Memiliki Sertifikat Kompetensi Pengasuh Anak ,
permatakasihbundabersinergi@gmail.com,Pengasuh Balita (Nanny),500,Perempuan,SMP,,1-2 Tahun ,20,38,,Memiliki Sertifikat Kompetensi Pengasuh Anak ,
permatakasihbundabersinergi@gmail.com,Perawat Lansia,100,Perempuan,SMP,,3-5 Tahun,38,45,,Memiliki Sertifikat Pelatihan Perawat Lansia,
eko.suprianto@lionair.com,MT Legal,1,Laki-laki,S1,,1-2 Tahun ,22,28,,"- Good skill in making and analyzing company contracts.
- Able to handle company documents and permits.
- Good ability in handling legal issues, both civil and criminal
be mindful and have discretion with sensitive information.
- Ability to communicate in written and spoken English.
- Willing to be placed throughout Indonesia.
- Flexible in terms of working hours.",
eko.suprianto@lionair.com,MT Human Resource,1,Perempuan,S1,,Lulusan Baru,22,28,,"- Strong interpersonal and communication skills.
- Problem-solving abilities and attention to detail. 
- Understanding of employment laws and regulation is a plus.
- Previous HR experience or internships is a great plus.
- Ability to work well in a team.
- English is mandatory.
- Willing to work in Head Office in Pangandaran, and willing to work out to all around in Indonesia (if need).",
eko.suprianto@lionair.com,Operation Control Centre (OCC),2,Laki-laki,D3,,1-2 Tahun ,22,28,,,
eko.suprianto@lionair.com,General Affairs,2,Perempuan dan Laki-laki,D3,,1-2 Tahun ,22,28,,"- Proficient in Microsoft Office (Word, Excel, Outlook).  
- Strong organizational and multitasking skills.  
- Ability to coordinate with internal and external parties (vendors, building management, etc.).  
- Willing to be placed and mobilized as needed.",
eko.suprianto@lionair.com,Charter,1,Perempuan dan Laki-laki,D3,,Lulusan Baru,19,28,,"- Strong communication and interpersonal skills.  
- Able to coordinate between clients, operations, and third-party.  
- Customer-service-oriented and responsive.  
- Capable of preparing and managing charter flight documentation.  
- Attention to detail, especially in handling time-sensitive and client-specific requests.",
eko.suprianto@lionair.com,Call Centre,3,Perempuan dan Laki-laki,D3,,Lulusan Baru,19,28,,"- Strong verbal communication and active listening skills.
- Maintains professionalism and empathy when dealing with customers.
- Able to remain calm and effective in fast-paced or high-pressure situations.
- Cooperates effectively with other related teams.",
eko.suprianto@lionair.com,Data Entry,2,Perempuan dan Laki-laki,D3,,Lulusan Baru,19,28,,"- High attention to detail and accuracy.  
- Able to work with large datasets efficiently.  
- Able to work independently and with a team.  
- Fast learner with good time management.  
- Willing to be mobilized to various locations.",
eko.suprianto@lionair.com,Social Media Officer,1,Perempuan dan Laki-laki,D3,,1-2 Tahun ,22,28,,"- Ensures accuracy and detail in content
- Ability to manage and maintain workload
- Works effectively with colleagues to support Media Team ",
eko.suprianto@lionair.com,Graphic Design,1,Laki-laki,D3,,1-2 Tahun ,22,28,,"- Ensures accuracy and detail in designs
- Showing the creativity of designs made for the company
- Ability to manage and maintain workload
- Works effectively with colleagues to support Media Team.  
- Able to use graphic design tools such as (but not limited to) 
- Adobe Photoshop, Adobe Illustrator, Figma, etc
- Having a skill of using camera equipment will be preferred",
eko.suprianto@lionair.com,Accounting Staff,1,Perempuan,D3,,1-2 Tahun ,20,28,,"- Ensures accuracy and consistency in financial records.
- Understands financial data and can explain financial outcomes clearly.
- Can operate Accurate, Zahir, or Jurnal.id
- Able to communicate effectively, both verbally and in writing, to explain financial matters to non-financial teams.
- Maintains thorough and organized financial records.",
eko.suprianto@lionair.com,On the Job Training,30,Perempuan dan Laki-laki,SMA/SMK,,Lulusan Baru,18,28,,"- Ability to operate Ms. Office, especially Ms. Excel
 - Excellent teamwork and individual work
- Excellent verbal and written English communication skills
- Creative and innovative
- Able to work under pressure
- Problem-solving and decision-making attitude
- Adaptability and flexibility
- Willing to be placed throughout Indonesia (Including remote areas)
- Having a Drive license (SIM A) is a plus
- Having a License (DG, AVSEC, etc.) is a plus",
Fahmyjr11@gmail.com,Avian Development Program Batch 7,10,Perempuan dan Laki-laki,S1,Teknik Industri; Teknik Kimia; Kimia; Teknik Elektro; Teknik Mesin,1-2 Tahun ,,,,,
Fahmyjr11@gmail.com,"Manager Research, Development & Innovation",5,Perempuan dan Laki-laki,S1,Teknik Kimia; Kimia,>5 Tahun,,,,,
Fahmyjr11@gmail.com,Strategic Management Officer,1,Perempuan dan Laki-laki,S1,Teknik Industri,1-2 Tahun ,,,,,
Fahmyjr11@gmail.com,Coating Sales Staff,1,Perempuan dan Laki-laki,S1,,1-2 Tahun ,,,,,
Fahmyjr11@gmail.com,Coating National Sales Manager,1,Perempuan dan Laki-laki,S1,,>5 Tahun,,,,,
Fahmyjr11@gmail.com,RDI Process Engineer,1,Perempuan dan Laki-laki,S1,Teknik Kimia; Kimia,1-2 Tahun ,,,,,
Fahmyjr11@gmail.com,Production Manager,1,Laki-laki,S1,Teknik Kimia; Teknik Industri,>5 Tahun,,,Tanggerang,,
Fahmyjr11@gmail.com,Engineering Manager,1,Laki-laki,S1,Teknik Mesin; Teknik Elektro,>5 Tahun,,,Tanggerang,,
Fahmyjr11@gmail.com,Senior HRGA Manager,1,Perempuan dan Laki-laki,S1,Teknik Industri; Psikologi,>5 Tahun,,,Tanggerang,,
Fahmyjr11@gmail.com,IR & GA Staff,1,Perempuan dan Laki-laki,S1,Teknik Industri; Hukum,1-2 Tahun ,,,Tanggerang,,
Fahmyjr11@gmail.com,Senior Finance and Accounting Manager,1,Perempuan dan Laki-laki,S1,Akuntansi,>5 Tahun,,,Tanggerang,,
Fahmyjr11@gmail.com,Marketing  Manager,1,Perempuan dan Laki-laki,S1,,>5 Tahun,,,,,
Fahmyjr11@gmail.com,EHS Leader,1,Perempuan dan Laki-laki,S1,Teknik Lingkungan; Kesehatan Masyarakat; Teknik Industri,3-5 Tahun,,,,,
Fahmyjr11@gmail.com,Workshop and Mechanical Leader,1,Laki-laki,S1,Teknik Mesin,3-5 Tahun,,,,,
Fahmyjr11@gmail.com,Workshop and Mechanical Project,1,Laki-laki,S1,Teknik Mesin,3-5 Tahun,,,,,
Fahmyjr11@gmail.com,QC Leader,1,Perempuan dan Laki-laki,S1,Teknik Kimia; Teknik Industri,3-5 Tahun,,,,,
Fahmyjr11@gmail.com,RDI Instrument Analytical Supervisor,1,Perempuan dan Laki-laki,S1,Teknik Kimia; Kimia,3-5 Tahun,,,,,
ptbks.recruitment@gmail.com,"Business Relation Officer
",15,Laki-Laki,SMA/SMK,,Lulusan Baru,18,30,,"Terbiasa dengan target, ketrampilan negosiasi, jujur & inovatif, berpenampilan rapi & menarik, mampu membangun relasi yang baik khususnya dalam B2B",
ptbks.recruitment@gmail.com,"Merchandiser
",5,Perempuan dan Laki-laki,SMA/SMK,,Lulusan Baru,18,30,,"Terbiasa dengan target, ketrampilan negosiasi, jujur & inovatif, berpenampilan rapi & menarik, mampu membangun relasi yang baik khususnya dalam B2C",
