email,jobTitle,numberOfPositions,gender,lastEducation,jurusan,minWorkExperience,ageRange_min,ageRange_max,lokasiKerja,requiredCompetencies,acceptedDisabilityTypes
setya.asdiyanto@nusantara-sakti.com,REGIONAL MANAGER DEALER,1,Perempuan dan Laki-laki,S1,,3-5 Tahun,25,40,,"- Mengelola dan mengawasi operasional cabang di wilayah tanggung jawab, memastikan seluruh cabang beroperasi sesuai dengan standar operasional yang ditetapkan perusahaan. Tugas ini mencakup pengawasan terhadap kinerja operasional harian, pencapaian target penjualan, pembiayaan, serta kualitas pelayanan pelanggan di semua cabang yang dikelola.
- Memastikan pencapaian target profit, penjualan, pembiayaan, dan layanan purna jual, dengan merancang dan menerapkan strategi untuk meningkatkan kinerja cabang. Mengelola pencapaian target di tingkat cabang dengan mempertimbangkan faktor-faktor internal dan eksternal yang mempengaruhi performa cabang, serta menyesuaikan strategi berdasarkan analisis data dan tren pasar.
- Menganalisis performa cabang secara berkala dan merancang strategi peningkatan efisiensi operasional serta pencapaian target, termasuk mengidentifikasi area yang memerlukan perbaikan. Memberikan rekomendasi dan solusi atas kendala yang ditemukan dalam operasional cabang serta memantau implementasi perbaikan yang diterapkan.
- Membangun dan menjaga hubungan yang kuat dengan Main Dealer dan pelanggan baru, untuk memastikan kerjasama yang menguntungkan bagi perusahaan. Mengembangkan jaringan dan peluang bisnis baru melalui kunjungan rutin ke cabang-cabang dan dealer mitra. Memastikan komunikasi yang terbuka dan efektif untuk mendukung pertumbuhan bisnis dan memperkuat reputasi perusahaan di pasar.
- Melakukan evaluasi kinerja tim cabang, memberikan pelatihan, coaching, serta pengembangan profesional untuk seluruh anggota tim, termasuk manajer cabang, supervisor, dan staf operasional. Memastikan bahwa setiap cabang memiliki tim yang terlatih dan termotivasi untuk mencapai tujuan perusahaan. Selain itu, menyusun laporan berkala kepada manajemen pusat terkait dengan performa wilayah, memberikan analisis dan rekomendasi untuk perbaikan yang berkelanjutan.",
setya.asdiyanto@nusantara-sakti.com,REGIONAL MANAGER RETAIL SPAREPART,1,Perempuan dan Laki-laki,S1,,3-5 Tahun,25,40,,"- Pengelolaan dan Pengawasan Operasional Cabang
Memastikan seluruh cabang yang menjadi tanggung jawabnya beroperasi sesuai dengan standar perusahaan. Hal ini mencakup pengelolaan operasional harian di setiap cabang, memastikan kelancaran pelayanan, kelengkapan produk, dan kepuasan pelanggan. Area Manager bertanggung jawab untuk mengawasi kualitas operasional dan operasionalisasi SOP yang berlaku di setiap cabang.
- Pencapaian Target Profit, Penjualan, Pembiayaan, dan Layanan Purna Jual
Memastikan pencapaian target secara keseluruhan di seluruh cabang melalui pemantauan harian dan implementasi strategi yang telah disusun. Area Manager harus mengatur penjualan, pembiayaan, dan layanan purna jual dengan tujuan untuk mencapai dan melampaui target yang telah ditentukan perusahaan. Ini juga termasuk pengelolaan dan distribusi produk, serta pemantauan pencapaian KPI (Key Performance Indicators) yang ditetapkan perusahaan.
- Analisis Performa Cabang dan Strategi Peningkatan Kinerja
Melakukan analisis terhadap hasil dan performa cabang secara menyeluruh. Berdasarkan hasil analisis tersebut, Area Manager merancang dan menerapkan strategi untuk meningkatkan efisiensi operasional dan pencapaian target. Area Manager juga harus mengidentifikasi potensi masalah atau kendala yang dihadapi cabang dan memberikan solusi yang efektif untuk mengatasi masalah tersebut, guna meningkatkan kinerja cabang.
- Membangun dan Menjaga Hubungan dengan Toko dan Pelanggan Baru. Membangun hubungan yang solid dengan toko mitra dan pelanggan baru melalui komunikasi yang efektif dan efisien. Area Manager harus memastikan kepuasan pelanggan di tingkat cabang dan memperkenalkan produk serta layanan baru untuk mempertahankan hubungan jangka panjang yang menguntungkan. Selain itu, area manager juga bertanggung jawab untuk mencari peluang kolaborasi baru dan mengembangkan jaringan untuk pertumbuhan bisnis yang berkelanjutan.
- Evaluasi dan Pengembangan Tim Cabang, Pelatihan dan Coaching
Melakukan evaluasi rutin terhadap kinerja tim cabang, termasuk staf dan manajer cabang, untuk memastikan bahwa tim bekerja dengan efisien dan efektif. Area Manager harus memberikan pelatihan, bimbingan, dan coaching untuk meningkatkan kompetensi tim dalam mencapai tujuan dan standar perusahaan. Ini juga termasuk mengidentifikasi potensi pengembangan bagi anggota tim untuk peningkatan kinerja jangka panjang, serta memberikan umpan balik konstruktif untuk perbaikan.",
setya.asdiyanto@nusantara-sakti.com,REGIONAL MANAGER GADAI,1,Perempuan dan Laki-laki,S1,,3-5 Tahun,25,40,,"- Pengelolaan dan Pengawasan Operasional Cabang
Bertanggung jawab penuh dalam mengelola seluruh operasional cabang di wilayah yang menjadi tanggung jawabnya, memastikan setiap cabang berjalan sesuai dengan standar yang ditetapkan perusahaan. Hal ini meliputi pengawasan terhadap semua aspek operasional, mulai dari pengelolaan stok barang, pelaksanaan pelayanan pelanggan, kualitas produk dan jasa, hingga kelancaran proses transaksi di cabang. Area Manager harus memastikan cabang-cabang tersebut berfungsi secara efisien dan mematuhi SOP yang berlaku.
- Pencapaian Target Profit, Penjualan, Pembiayaan, dan Layanan Purna Jual. Memastikan tercapainya target profit dan penjualan di seluruh cabang yang dikelola, baik dalam hal unit produk, pembiayaan, maupun layanan purna jual. Area Manager perlu mengawasi dan menindaklanjuti strategi pemasaran dan penjualan yang diterapkan, serta memonitor performa setiap cabang dalam mencapai KPI yang ditetapkan. Jika diperlukan, Area Manager harus memberikan arahan dan solusi terkait penyimpangan yang terjadi dalam pencapaian target.
- Analisis Performa Cabang dan Penyusunan Strategi Peningkatan Kinerja
Melakukan analisis mendalam terhadap performa cabang-cabang di bawah pengelolaannya, mengidentifikasi faktor penyebab keberhasilan dan masalah yang ada. Berdasarkan hasil analisis tersebut, Area Manager harus merancang dan mengimplementasikan strategi yang bertujuan untuk meningkatkan efisiensi operasional dan mencapai target yang lebih tinggi, seperti memperbaiki proses bisnis, memperkenalkan inovasi, dan menyesuaikan pendekatan untuk mengoptimalkan hasil.
- Membangun dan Menjaga Hubungan yang Kuat dengan Pihak Terkait dan Pelanggan
Membina hubungan yang kuat dengan berbagai pihak yang terkait dengan bisnis cabang, termasuk pihak Main Dealer, vendor, serta pelanggan, baik lama maupun baru. Area Manager harus menjadi penghubung yang efektif dalam memastikan kepuasan pelanggan dan membangun jaringan relasi yang dapat mendukung pertumbuhan bisnis di wilayah tersebut. Hal ini juga mencakup pengelolaan keluhan pelanggan yang bersifat strategis untuk mencari solusi yang tepat.
- Evaluasi dan Pengembangan Kinerja Tim Cabang melalui Pelatihan dan Coaching
Melakukan evaluasi terhadap kinerja tim cabang secara menyeluruh, termasuk staf dan manajer cabang, dengan memberikan umpan balik yang konstruktif. Area Manager bertanggung jawab untuk merencanakan dan mengimplementasikan pelatihan yang dibutuhkan untuk meningkatkan keterampilan dan kompetensi tim. Dalam hal ini, Area Manager juga perlu melakukan coaching untuk memotivasi tim agar terus berkembang dan meningkatkan performa mereka sesuai dengan kebutuhan perusahaan.",
setya.asdiyanto@nusantara-sakti.com,SUPERVISOR AREA SPAREPART,10,Perempuan dan Laki-laki,S1,,1-2 Tahun ,20,35,,"- Analisis Laporan Data SPK dan Penjualan
Bertanggung jawab untuk mengumpulkan dan menganalisis data SPK (Surat Perintah Kerja) dan penjualan dari berbagai cabang dan toko. Tugas ini melibatkan identifikasi tren penjualan, analisis kinerja setiap produk atau kategori, serta memastikan bahwa semua data yang terkait dengan penjualan tercatat secara akurat. Berdasarkan analisis ini, akan memberikan rekomendasi untuk perbaikan atau pengembangan strategi penjualan.
- Menganalisis Laporan Tagihan dan Piutang
Melakukan review terhadap laporan tagihan yang masuk dan menganalisis status piutang yang dimiliki perusahaan. Tugas ini juga mencakup pemantauan atas pembayaran yang tertunda atau bermasalah, serta menyusun strategi untuk pengelolaan piutang yang lebih efisien. Ini juga mencakup analisis faktor-faktor yang berkontribusi terhadap masalah tagihan dan memberikan rekomendasi solusi.
- Penyusunan Laporan Piutang Toko dan Penjualan
Membuat laporan terperinci mengenai piutang yang dimiliki oleh toko dan cabang, serta memonitor perkembangan piutang tersebut secara berkala. Selain itu, membuat laporan penjualan secara harian, mingguan, dan bulanan untuk memastikan data penjualan yang lengkap dan akurat, serta memberikan wawasan kepada tim dan manajemen untuk membuat keputusan yang lebih tepat dalam pengelolaan penjualan dan piutang.
- Verifikasi dan Pengawasan Data Penjualan
Memastikan bahwa semua transaksi penjualan dicatat dengan lengkap dan akurat. Ini meliputi pengecekan kesesuaian antara data transaksi penjualan yang tercatat di sistem dan dokumen fisik yang ada (misalnya faktur atau SPK). Jika terdapat ketidaksesuaian, harus melakukan verifikasi dan memperbaiki data untuk menjaga integritas laporan.
- Analisis dan Rekomendasi Perbaikan Case Harian
Melakukan analisis terhadap masalah atau ""case"" yang muncul dalam proses penjualan, tagihan, atau piutang setiap hari. Ini termasuk identifikasi akar penyebab masalah, memberikan rekomendasi perbaikan untuk menghindari terulangnya masalah yang sama, serta menyusun rencana tindakan untuk meningkatkan efektivitas dan efisiensi proses penjualan dan administrasi.",
setya.asdiyanto@nusantara-sakti.com,HEAD LITIGASI,1,Perempuan dan Laki-laki,S1,,3-5 Tahun,25,38,,"- Menyusun, Mereview, dan Mengontrol Proses Penanganan Kasus Litigasi dan Non-Litigasi
Menyusun, meninjau, dan memastikan alur proses penanganan kasus litigasi maupun non-litigasi berjalan dengan baik dan sesuai dengan regulasi yang berlaku. Ini termasuk pembuatan strategi hukum, penyusunan dokumen-dokumen hukum yang diperlukan, serta memastikan bahwa prosedur yang diikuti sesuai dengan peraturan perusahaan dan ketentuan hukum yang ada.
- Mengawasi Kegiatan Investigasi Kasus Internal dan Eksternal
Memimpin dan mengawasi seluruh kegiatan investigasi terhadap kasus yang dilaporkan, baik yang bersifat internal maupun eksternal. Tugas ini melibatkan pengumpulan bukti, analisis situasi, serta koordinasi dengan tim terkait untuk mengidentifikasi penyebab masalah dan langkah penyelesaian yang tepat. Juga bertanggung jawab dalam penyusunan laporan hasil investigasi yang komprehensif.
- Menjalin Koordinasi dengan Pihak Eksternal (Kepolisian, Kejaksaan, Pengadilan, OJK, dan Lainnya)
Memastikan komunikasi dan hubungan yang efektif dengan pihak eksternal seperti Kepolisian, Kejaksaan, Pengadilan, OJK, dan instansi terkait lainnya. Tugas ini mencakup koordinasi dalam menangani kasus-kasus hukum yang melibatkan pihak ketiga, serta memastikan proses hukum berjalan sesuai dengan prosedur yang berlaku.
- Pendampingan Hukum dan Penyelesaian Kasus
Memberikan pendampingan hukum bagi perusahaan dalam proses penyelesaian kasus hukum, baik yang berkaitan dengan litigasi maupun non-litigasi. Bertanggung jawab untuk memastikan penyelesaian kasus dilakukan secara efisien dan sesuai dengan kebijakan perusahaan, termasuk pengelolaan aset yang dikembalikan ke perusahaan sebagai bagian dari penyelesaian kasus.
- Kontrol, Review, dan Pengawasan Pencapaian Tim Hukum
Melakukan pengawasan dan review terhadap pencapaian tim hukum secara berkala, baik dalam aspek penanganan kasus maupun dalam pencapaian target hukum lainnya. Menjamin bahwa semua tugas dan kewajiban yang diberikan kepada bawahan terlaksana dengan baik dan tepat waktu, serta memberikan pembinaan dan arahan untuk pengembangan tim hukum yang lebih efektif.",
setya.asdiyanto@nusantara-sakti.com,HEAD REMEDIAL,1,Laki-laki,S1,,3-5 Tahun,25,38,,"- Memimpin dan Mengawasi Tim Remedial dalam Menangani Kredit Bermasalah
Memimpin tim remedial dalam menjalankan seluruh proses penanganan kredit bermasalah. Tugas ini meliputi koordinasi, pembagian tugas, dan pemantauan kinerja tim dalam menyelesaikan kredit macet dengan efisiensi yang tinggi, serta memastikan setiap anggota tim memahami target dan strategi yang telah ditetapkan.
- Merancang dan Mengimplementasikan Strategi Remedial untuk Penyelesaian Kredit Macet
Merancang dan menyusun strategi remedial yang efektif untuk meningkatkan tingkat penyelesaian kredit bermasalah. Ini termasuk analisis kredit yang bermasalah, pengembangan solusi kreatif, serta memastikan bahwa solusi yang diambil sesuai dengan regulasi yang berlaku dan kebijakan perusahaan.
- Negosiasi dengan Debitur untuk Penyelesaian Kredit, Termasuk Restrukturisasi atau Penyelesaian Hukum
Melakukan negosiasi langsung dengan debitur untuk mencari solusi penyelesaian kredit bermasalah, baik itu melalui restrukturisasi kredit, penyelesaian hukum, atau kesepakatan lainnya. Memastikan bahwa setiap solusi yang diambil menguntungkan bagi perusahaan dan debitur, serta dapat menghindari dampak negatif lebih lanjut.
- Bekerja Sama dengan Bagian Hukum dalam Proses Litigasi
Berkoordinasi dengan tim hukum untuk menangani kasus-kasus kredit bermasalah yang memerlukan pendekatan litigasi. Memastikan bahwa semua proses hukum yang diperlukan berjalan dengan lancar dan sesuai dengan peraturan yang berlaku, serta memberikan dukungan kepada tim hukum untuk menyelesaikan masalah hukum secara efisien.
- Menyusun dan Mengawasi Implementasi Kebijakan Internal Remedial
Menyusun kebijakan internal terkait dengan penanganan kredit bermasalah, termasuk prosedur, panduan, dan pelaksanaan strategi yang efektif. Memastikan implementasi kebijakan ini berjalan dengan baik dan sesuai dengan peraturan yang berlaku di industri keuangan, serta memastikan seluruh tim remedial mematuhi standar dan prosedur yang telah ditetapkan.",
setya.asdiyanto@nusantara-sakti.com,DESIGN INTERIOR & GRAFIS OFFICER,5,Perempuan dan Laki-laki,S1,,1-2 Tahun ,20,30,,"- Merancang Konsep Desain Interior yang Sesuai dengan Kebutuhan Klien
Mengembangkan konsep desain interior yang inovatif dan fungsional berdasarkan kebutuhan dan preferensi klien. Proses ini mencakup analisis ruang, pemilihan tema desain, dan pertimbangan elemen-elemen estetika serta fungsionalitas yang akan meningkatkan kenyamanan dan daya tarik visual ruangan.
- Membuat Sketsa, Model 3D, dan Rendering untuk Presentasi Desain
Membuat sketsa desain awal dan model 3D untuk memvisualisasikan ide-ide desain interior. Menggunakan software desain seperti AutoCAD, SketchUp, atau 3ds Max untuk menghasilkan representasi visual yang realistis, serta menyediakan rendering untuk presentasi yang jelas dan efektif kepada klien dan tim terkait.
- Menentukan Pemilihan Material, Furnitur, dan Dekorasi yang Sesuai dengan Konsep Desain
Bertanggung jawab atas pemilihan material interior, furnitur, dan dekorasi yang selaras dengan tema desain. Proses ini melibatkan pemilihan bahan berkualitas yang sesuai dengan anggaran dan visi desain, serta menjaga keseimbangan antara estetika, fungsionalitas, dan kenyamanan bagi pengguna akhir.
- Membuat Desain Grafis untuk Branding, Marketing, dan Presentasi Desain Interior
Menghasilkan desain grafis untuk mendukung kegiatan pemasaran dan branding, termasuk brosur, presentasi, dan materi visual lainnya. Desain grafis ini bertujuan untuk memvisualisasikan ide desain interior kepada audiens yang lebih luas dan memperkuat identitas merek perusahaan.
- Menyesuaikan Desain Agar Sesuai dengan Strategi Pemasaran dan Target Audiens
Menyesuaikan konsep desain interior agar sesuai dengan kebutuhan pemasaran dan audiens target. Berkolaborasi dengan tim pemasaran untuk memastikan desain mendukung tujuan perusahaan dalam menarik perhatian pasar sasaran, serta mengikuti tren desain terkini yang relevan dengan strategi pemasaran.",
setya.asdiyanto@nusantara-sakti.com,PROGRAMMER JUNIOR,10,Perempuan dan Laki-laki,D3,,1-2 Tahun ,20,35,,"- Pengembangan Aplikasi, Reporting, dan Dashboard: Merancang, mengembangkan, dan memelihara aplikasi serta laporan berbasis dashboard yang mendukung pengambilan keputusan yang lebih efisien dan akurat untuk perusahaan.
- Monitoring dan Pemeliharaan Sistem IT dan Software: Melakukan pemantauan rutin terhadap sistem IT dan software perusahaan untuk memastikan kelancaran operasional dan mengidentifikasi serta mengatasi gangguan sistem secara proaktif.
- Monitoring dan Pemeliharaan Database: Mengelola dan menjaga performa database perusahaan, termasuk pengaturan backup data, pengoptimalan query, dan pemantauan integritas serta keamanan data.
- Troubleshooting dan Problem Solving: Mendiagnosis dan menyelesaikan masalah teknis di tingkat aplikasi, sistem, maupun database secara cepat dan efektif, untuk memastikan minimnya gangguan operasional.
- Pengembangan dan Dokumentasi Alur Proses (Flowchart): Merancang dan membuat flowchart yang menggambarkan alur proses aplikasi, sistem, atau database, sebagai dokumentasi yang memudahkan pemahaman alur kerja dan referensi pengembangan lebih lanjut.",
setya.asdiyanto@nusantara-sakti.com,KEPALA MARKETING FURNITURE,1,Perempuan dan Laki-laki,S1,,3-5 Tahun,21,45,,"- Merancang dan mengembangkan strategi pemasaran jangka pendek dan jangka panjang yang inovatif untuk memperluas pangsa pasar dan memperkuat brand positioning produk furniture Nusantara Sakti Grup di pasar domestik maupun internasional
- Menentukan positioning dan diferensiasi produk dengan mengidentifikasi keunikan produk serta merancang konsep branding yang kuat agar memiliki daya saing tinggi dan mampu menarik perhatian konsumen sesuai kebutuhan pasar
- Memimpin dan mengelola tim pemasaran dengan mengkoordinasikan, membimbing, dan mengawasi seluruh aktivitas tim guna memastikan implementasi strategi berjalan efektif dan target pemasaran tercapai sesuai KPI
- Bekerja sama dengan tim R&D dan produksi dalam mengembangkan produk baru, memperbarui fitur, dan menyesuaikan desain berdasarkan hasil riset pasar serta perubahan tren konsumen
- Melakukan riset pasar dan analisis kompetitor untuk mengumpulkan, menganalisis, dan menginterpretasikan data pasar, perilaku konsumen, serta aktivitas kompetitor guna mengidentifikasi peluang bisnis baru dan memberikan rekomendasi strategi",
setya.asdiyanto@nusantara-sakti.com,KEPALA TOKO FURNITURE,5,Perempuan dan Laki-laki,SMA/SMK,,3-5 Tahun,21,45,,"- Bertanggung jawab mencapai target penjualan harian, mingguan, dan bulanan melalui perencanaan strategi pemasaran yang efektif serta monitoring pencapaian individu dan tim.
- Melatih, mengarahkan, dan mengembangkan kompetensi tim penjualan melalui coaching rutin, role play, serta evaluasi berkala untuk meningkatkan kinerja dan produktivitas.
- Berperan aktif sebagai problem solver dalam menghadapi kendala di lapangan, baik terkait produk, proses penjualan, maupun kebutuhan pelanggan, untuk memastikan kelancaran aktivitas penjualan.
- Menyusun dan menerapkan strategi penjualan berdasarkan analisis pasar, tren konsumen, serta potensi wilayah, guna meningkatkan volume penjualan dan ekspansi pasar.
- Memastikan pembayaran pelanggan berjalan sesuai ketentuan, melakukan follow-up terhadap pembayaran yang tertunda, serta membangun dan menjaga hubungan jangka panjang yang positif dengan pelanggan utama.",
setya.asdiyanto@nusantara-sakti.com,MANAGER MARKETING EKSPEDISI,1,Perempuan dan Laki-laki,S1,,3-5 Tahun,21,45,,"- Menyusun, menerapkan, dan mengevaluasi rencana bisnis cabang untuk memastikan pencapaian target penjualan, pertumbuhan omzet, serta keberlanjutan bisnis secara jangka panjang.
- Mengelola dan mengawasi seluruh operasional cabang, memastikan kelancaran proses bisnis harian, optimalisasi sumber daya, serta peningkatan efektivitas dan efisiensi kerja.
- Memimpin, mengarahkan, dan memotivasi tim cabang melalui pembinaan rutin, pengembangan kompetensi, serta penciptaan budaya kerja yang produktif dan berorientasi pada hasil.
- Membangun, mengembangkan, dan menjaga hubungan strategis dengan pelanggan, mitra bisnis, serta komunitas lokal untuk memperluas jaringan dan meningkatkan loyalitas pelanggan.
- Melaksanakan proses rekrutmen, pelatihan, supervisi, serta penempatan karyawan cabang dengan pendekatan berbasis integritas, loyalitas, dan komitmen terhadap standar operasional dan nilai perusahaan.",
setya.asdiyanto@nusantara-sakti.com,MANAGER PETERNAKAN LOBSTER,1,Perempuan dan Laki-laki,S1,,3-5 Tahun,21,45,,"- Mengelola seluruh operasional peternakan lobster, termasuk perencanaan budidaya, pengawasan proses produksi, evaluasi hasil panen, serta implementasi standar keberlanjutan dan kelestarian sumber daya.
- Meningkatkan kualitas dan produktivitas budidaya lobster melalui penerapan teknologi, inovasi metode pemeliharaan, serta pengendalian mutu di seluruh tahap produksi.
- Merekrut, melatih, mengelola, dan mengevaluasi kinerja tim peternakan secara berkala untuk memastikan pencapaian target produksi dan pengembangan kompetensi staf.
- Menyusun, mengelola, dan memonitor anggaran operasional, melakukan analisis efisiensi biaya, serta menyajikan laporan keuangan dan operasional secara periodik kepada manajemen.
- Merancang dan mengimplementasikan strategi bisnis serta pemasaran produk lobster untuk memperluas pangsa pasar, meningkatkan penjualan, dan membangun brand peternakan secara berkelanjutan.
",
setya.asdiyanto@nusantara-sakti.com,DIGITAL MARKETING HEAD,1,Perempuan dan Laki-laki,S1,,3-5 Tahun,28,38,,"- Merancang, mengembangkan, dan mengimplementasikan strategi pemasaran digital yang efektif, termasuk perencanaan kampanye, pelaksanaan program pemasaran, dan evaluasi kinerja untuk mencapai target pertumbuhan yang ditetapkan.
- Menyusun dan mengelola anggaran pemasaran digital secara optimal, menetapkan target spesifik setiap kampanye, serta memastikan pencapaian Return on Investment (ROI) yang maksimal.
- Melakukan riset pasar secara berkala untuk memahami kebutuhan, perilaku, dan preferensi audiens target, serta mengidentifikasi tren industri, peluang baru, dan solusi terhadap permasalahan konsumen.
- Mengembangkan dan memperluas audiens digital melalui optimalisasi SEO, pengelolaan kampanye iklan digital (Google Ads, Meta Ads, dll), kolaborasi dengan Influencer/KOL, serta membangun konten kreatif seperti press release, artikel, dan materi visual untuk berbagai platform.
- Memantau, menganalisis, dan melaporkan hasil dari seluruh aktivitas pemasaran digital secara berkala menggunakan tools analitik, serta memberikan rekomendasi berbasis data untuk pengembangan strategi pemasaran berikutnya.",
setya.asdiyanto@nusantara-sakti.com,MANAGER PRODUKSI SOFA DAN PANEL,1,Perempuan dan Laki-laki,SMA/SMK,,1-2 Tahun ,25,38,,"- Mengelola seluruh operasional produksi furniture (sofa atau panel) termasuk perencanaan, pengawasan, dan optimalisasi penggunaan sumber daya untuk memastikan tercapainya target produksi sesuai standar kualitas.
- Menganalisis permasalahan produksi, memberikan solusi efektif, serta mengembangkan ide-ide inovatif untuk meningkatkan efisiensi, kualitas, dan ketepatan waktu penyelesaian proyek.
- Melakukan koordinasi aktif dengan tim internal proyek dalam menyusun jadwal produksi, mengatur prioritas kerja, serta memastikan integrasi yang baik antar departemen untuk kelancaran produksi.
- Mengawasi ketersediaan, fungsi, dan pemeliharaan fasilitas produksi serta memastikan semua peralatan mendukung operasional harian secara optimal dan aman.
- Bertanggung jawab atas pencapaian deadline proyek, hasil produksi yang sesuai spesifikasi, serta melakukan evaluasi rutin terhadap progres proyek untuk menjaga kualitas dan efektivitas kerja.",
setya.asdiyanto@nusantara-sakti.com,AUDITOR JUNIOR,10,Perempuan dan Laki-laki,S1,,Lulusan Baru,21,35,,"- Melakukan pemeriksaan menyeluruh terhadap laporan keuangan, dokumen pendukung transaksi, dan memastikan kesesuaian dengan standar akuntansi serta kebijakan internal perusahaan.
- Melakukan evaluasi kepatuhan terhadap kebijakan, prosedur, dan rencana operasional perusahaan serta memberikan rekomendasi atas hasil temuan audit.
- Melakukan monitoring dan analisis untuk mendeteksi potensi kecurangan (fraud) melalui pemeriksaan transaksi, pola operasional, dan aktivitas keuangan.
- Melaksanakan investigasi komprehensif terhadap dugaan kecurangan dengan melakukan kunjungan lapangan ke debitur, vendor, atau pihak ketiga, serta menyusun laporan investigasi yang akurat.
- Mengolah dan menganalisis data menggunakan Microsoft Excel untuk mendukung proses audit, mengidentifikasi potensi risiko, dan memberikan insight untuk penguatan sistem pengendalian internal.",
setya.asdiyanto@nusantara-sakti.com,KEPALA OUTLET GADAI,30,Perempuan dan Laki-laki,SMA/SMK,,Lulusan Baru,18,35,,"- Memimpin dan mengelola tim penjualan cabang untuk mencapai target penjualan yang ditetapkan perusahaan, serta memastikan setiap anggota tim memiliki pemahaman yang jelas tentang target dan strategi pencapaiannya.
- Menyusun dan melaksanakan program pelatihan untuk tim penjualan guna meningkatkan keterampilan dalam pemasaran, negosiasi, dan pemahaman produk elektronik, serta memberikan evaluasi dan umpan balik konstruktif.
- Melakukan pemeriksaan kondisi barang elektronik seperti HP, laptop, speaker, dan drone, baik secara rutin maupun saat ada transaksi pengiriman, serta memberikan laporan terkait kualitas barang dan rekomendasi perbaikan jika diperlukan.
- Melakukan stock opname secara berkala untuk memastikan kesesuaian jumlah barang di gudang dengan yang tercatat, serta mengidentifikasi dan mengatasi masalah ketidaksesuaian stok.
- Menyusun dan melaksanakan strategi promosi produk secara online dan offline, berkoordinasi dengan tim pemasaran untuk menjalankan kampanye yang sesuai dengan karakteristik pasar, serta memonitor hasil promosi untuk evaluasi dan peningkatan penjualan.",
setya.asdiyanto@nusantara-sakti.com,KEPALA PENJAHIT TAS,5,Perempuan dan Laki-laki,SMA/SMK,,1-2 Tahun ,25,45,,"- Memilih dan menyiapkan bahan kulit yang sesuai dengan desain tas, dengan memperhatikan ketebalan, tekstur, serta kualitas kulit untuk memastikan produk akhir sesuai dengan standar yang ditetapkan.
- Memotong bahan kulit menggunakan pola yang sudah disiapkan dengan presisi dan hati-hati, memastikan setiap bagian terpotong dengan akurat sesuai ukuran dan bentuk yang diperlukan.
- Menjahit bagian-bagian tas menggunakan mesin jahit industri, memastikan setiap jahitan rapi dan kuat, serta mengikuti prosedur yang benar agar tas memiliki kualitas yang tinggi dan tahan lama.
- Memasang aksesoris pada tas, seperti resleting, kancing, gesper, atau logam dekoratif lainnya, dengan memastikan pemasangannya rapat dan kuat agar tidak mudah terlepas atau rusak selama penggunaan.
- Memeriksa hasil jahitan dan kualitas keseluruhan tas, memastikan semua bagian terpasang dengan baik dan melakukan perbaikan atau sentuhan akhir, seperti merapikan jahitan dan membersihkan bagian dalam tas, untuk memastikan produk siap dipasarkan.",
setya.asdiyanto@nusantara-sakti.com,SALES LOGISTIK,10,Perempuan dan Laki-laki,SMA/SMK,,1-2 Tahun ,21,35,,"- Menyusun, menerapkan, dan mengevaluasi rencana bisnis cabang untuk mencapai target penjualan dan pertumbuhan omzet, serta memastikan strategi bisnis berjalan efektif dan efisien.
- Bertanggung jawab terhadap operasional cabang, termasuk mengelola proses penjualan, memonitor performa tim, dan menjaga tren pertumbuhan omzet, dengan fokus pada peningkatan hasil penjualan.
- Membangun dan menjaga hubungan kerja sama dengan perusahaan atau bidang usaha lain, guna memperluas jaringan bisnis dan menciptakan peluang kerja sama yang saling menguntungkan.
- Fokus pada pengembangan pasar B2B, dengan merancang dan menawarkan solusi pengiriman yang sesuai dengan kebutuhan calon customer, serta mengidentifikasi peluang baru di sektor tersebut.
- Memastikan kelancaran seluruh proses bisnis dari pencarian konsumen, penjualan, hingga pengiriman, dengan melakukan koordinasi yang baik antar tim dan memastikan standar operasional dijalankan dengan baik.",
setya.asdiyanto@nusantara-sakti.com,STRATEGIC PLANNING,10,Perempuan dan Laki-laki,S1,,1-2 Tahun ,21,35,,"- Menyusun, memastikan, dan mengawal perencanaan setiap departemen agar selaras dengan strategi korporat dan arahan dari direksi, serta memastikan semua rencana tersebut dapat diimplementasikan dengan baik.
- Memantau dan mengevaluasi kinerja serta pencapaian KPI setiap departemen, memberikan laporan secara rutin, serta melakukan analisis terhadap hasil yang diperoleh untuk memastikan target tercapai.
- Memastikan eksekusi yang tepat dari setiap Activity Plan dengan berkoordinasi dengan tim terkait, serta mengidentifikasi dan mengatasi hambatan yang dapat mempengaruhi pelaksanaan rencana tersebut.
- Menjadi fasilitator dalam setiap meeting perencanaan, yang meliputi penyusunan agenda, pencatatan hasil pertemuan, serta pelaporan untuk memastikan tindak lanjut yang jelas dan terstruktur dari hasil diskusi.
- Menyusun dan menganalisis strategi tahunan, melakukan proses analisis bisnis yang mendalam, mengidentifikasi akar masalah yang ada, serta merancang potensi pengembangan untuk meningkatkan efektivitas operasional dan pencapaian tujuan perusahaan.",
